"Colors","CMC","Name","Rarity","Type","Card Kingdom","TCGPlayer","Face to Face","Cardmarket","Cardhoarder","Salt","Decks","Inclusion","Potential Decks"
"G","1","Utopia Sprawl","uncommon","Enchantment","2.49","1.21","2.19","1.01","0.03","0.14871194379391126","279591","279591","3772297"
"R,W","3","Warleader's Call","rare","Enchantment","10.99","7.25","10.97","4.46","0.02","0.4273504273504273","139252","139252","1898441"
"W","4","Witch Enchanter","uncommon","Creature","5.99","3.98","5.85","4.55","0.46","0.2654867256637168","263475","263475","3607257"
"W,B","2","Cruel Celebrant","uncommon","Creature","1.29","0.63","1.46","0.68","0.03","0.32183908045977044","134870","134870","1853973"
"G,W","2","Selesnya Signet","common","Artifact","0.79","0.4","0.72","0.39","0.03","0.05555555555555555","125751","125751","1735178"
"U","1","Flusterstorm","rare","Instant","8.49","7.96","7.31","2.88","1.5","0.6957964601769917","291022","291022","4028755"
"G,W","3","Aura Shards","uncommon","Enchantment","23.99","20.35","21.96","12.62","0.78","2.179632248939178","125279","125279","1735178"
"R","4","Unexpected Windfall","common","Instant","5.99","2.89","5.85","1.96","0.03","0.20838052095130236","293201","293201","4068867"
"R,W","6","Aurelia, the Warleader","mythic","Creature","11.99","7.53","10.97","7.3","0.02","0.6722222222222223","136390","136390","1898441"
"W","4","Anointed Procession","rare","Enchantment","74.99","54.3","80.52","31.72","0.02","0.9588353413654619","271886","271886","3798857"
"B,G","5","The Gitrog Monster","mythic","Creature","1.29","0.9","1.46","1.05","0.02","0.8834355828220859","123623","123623","1730512"
"W","3","Sevinne's Reclamation","rare","Sorcery","0.79","0.58","0.72","0.31","0.02","0.2832957110609476","270986","270986","3798857"
"G","8","Craterhoof Behemoth","mythic","Creature","22.99","17.9","21.22","12.84","0.06","1.4356435643564365","268690","268690","3772297"
"B","3","Braids, Arisen Nightmare","rare","Creature","4.99","2.21","4.39","3.55","0.02","1.0498561840843723","295244","295244","4146014"
"W","2","Dawn's Truce","rare","Instant","13.99","7.43","13.17","7.13","0.02","0.4273255813953488","245435","245435","3457490"
"G","1","Nature's Claim","common","Instant","0.99","0.93","1.09","0.48","0.03","0.1915393654524092","267728","267728","3772297"
"G","6","Rampaging Baloths","rare","Creature","0.79","0.34","0.72","0.28","0.02","0.44481981981981983","267019","267019","3772297"
"U","4","Aetherize","uncommon","Instant","0.99","0.37","0.72","0.37","0.03","0.6817653890824625","284070","284070","4028755"
"","0","Lotus Petal","common","Artifact","39.99","42.38","40.26","18.07","18.54","1.1333333333333333","571068","571068","8148845"
"R,W,B","3","Crackling Doom","uncommon","Instant","0.39","0.25","0.36","0.17","0.02","0.3053892215568861","64803","64803","927141"
"B,G","5","Moldervine Reclamation","uncommon","Enchantment","0.59","0.38","0.55","0.24","0.03","0.19018404907975456","120852","120852","1730512"
"W","3","Loran of the Third Path","rare","Creature","4.49","2.64","4.39","2.71","0.14","0.29745370370370394","264999","264999","3798857"
"G,W","2","Sythis, Harvest's Hand","rare","Creature","3.99","3.68","3.65","2.47","0.02","0.9657794676806084","120748","120748","1735178"
"G","5","Shamanic Revelation","rare","Sorcery","1.79","0.9","1.46","0.33","0.02","0.2408839779005525","260586","260586","3772297"
"R,W,B","3","Isshin, Two Heavens as One","rare","Creature","5.99","5.02","5.12","3.48","0.02","0.6521739130434784","64036","64036","927141"
"B","1","Entomb","rare","Instant","15.99","11.9","9.51","11.89","1.74","0.9169363538295578","286055","286055","4146014"
"U","5","Kindred Discovery","rare","Enchantment","13.99","12.47","14.63","7.06","0.89","0.4428904428904428","277081","277081","4028755"
"W,B","5","Inkshield","rare","Instant","16.99","10.99","15.37","11.51","5.61","0.7339181286549706","127465","127465","1853973"
"B","2","Exsanguinate","uncommon","Sorcery","0.79","0.39","1.09","0.32","0.03","0.7576396206533192","283104","283104","4146014"
"G","4","Toski, Bearer of Secrets","rare","Creature","4.99","2.32","5.12","2.9","0.02","0.46878547105561863","256752","256752","3772297"
"G,U","6","Aesi, Tyrant of Gyre Strait","mythic","Creature","13.99","9","16.83","11.68","24.1","1.126162018592299","124049","124049","1824186"
"R,W","3","Wear // Tear","uncommon","Instant","2.49","1.01","2.19","0.94","2.67","0.11838006230529598","128850","128850","1898441"
"G","4","Icetill Explorer","rare","Creature","32.99","22","20.49","20.08","2.58","0.9626168224299064","120753","120753","1789252"
"B,G,U","3","Villainous Wealth","rare","Sorcery","0.59","0.4","0.55","0.16","0.02","0.6285714285714289","61439","61439","917804"
"U","0","Pact of Negation","rare","Instant","21.99","17.95","21.22","12.7","0.72","1.4617760617760622","269050","269050","4028755"
"G","3","Branching Evolution","rare","Enchantment","5.49","4.38","5.12","3.1","0.02","0.4399092970521541","251425","251425","3772297"
"R","5","Mana Geyser","common","Sorcery","3.49","1.91","3.29","0.91","0.03","0.8073089700996677","270720","270720","4068867"
"U","2","Faerie Mastermind","rare","Creature","27.99","28.33","29.28","13.93","0.07","0.7411630558722914","267985","267985","4028755"
"U,R","3","Veyran, Voice of Duality","mythic","Creature","9.49","7.2","10.24","6.09","6.73","0.7333333333333336","126330","126330","1909177"
"W,U,B,R,G","5","Call the Spirit Dragons","mythic","Enchantment","2.99","2.86","2.56","1.63","0.02","0.7565217391304349","24050","24050","364009"
"B","3","Bastion of Remembrance","uncommon","Enchantment","0.69","0.29","0.72","0.34","0.03","0.3508968609865472","273179","273179","4146014"
"R,G","7","Omnath, Locus of Rage","mythic","Creature","0.99","0.39","1.09","0.31","0.02","0.5693641618497113","117311","117311","1788871"
"U,R","2","Expressive Iteration","uncommon","Sorcery","1.29","0.41","1.09","0.51","0.06","0.24848484848484845","125001","125001","1909177"
"B","4","Damnation","rare","Sorcery","19.99","18.59","19.76","13.12","0.09","0.5736434108527118","269973","269973","4146014"
"B","2","Go for the Throat","uncommon","Instant","1.29","0.52","1.09","0.5","0.04","0.2037652270210409","269629","269629","4146014"
"W,U,B,R,G","7","Tiamat","mythic","Creature","22.99","20.67","21.96","17.93","0.02","0.9565217391304348","34926","34926","539948"
"","4","Roaming Throne","rare","Creature","69.99","59.89","58.56","38.15","0.23","1.4484797297297296","527008","527008","8148845"
"W","1","Authority of the Consuls","rare","Enchantment","7.99","5.67","7.31","3.86","0.02","1.1518467852257175","245426","245426","3798857"
"W","2","Voice of Victory","rare","Creature","27.99","19.8","21.96","14.85","8.1","0.9487750556792873","163181","163181","2526857"
"B,R,G","6","The Reaper, King No More","mythic","Creature","0.99","0.95","1.09","1.03","undefined","0","10958","10958","169986"
"G","3","Evolution Sage","uncommon","Creature","4.49","2.57","3.29","1.98","0.03","0.45081967213114765","243127","243127","3772297"
"W","4","Mondrak, Glory Dominus","mythic","Creature","44.99","39.24","43.92","28.1","0.14","1.0671580671580654","244819","244819","3798857"
"G","4","Forgotten Ancient","rare","Creature","0.79","0.49","0.72","0.34","2","0.3736654804270461","242947","242947","3772297"
"G","4","Parallel Lives","rare","Enchantment","29.99","19.99","32.94","14.52","0.02","0.94129763130793","242899","242899","3772297"
"G","3","Ramunap Excavator","rare","Creature","5.99","3.72","5.85","3.16","0.02","0.42637362637362636","242483","242483","3772297"
"G,W","2","Sterling Grove","rare","Enchantment","5.99","4.82","4.39","2.77","0.02","0.8072033898305088","111281","111281","1735178"
"G","3","Entish Restoration","uncommon","Instant","4.49","3.55","4.39","1.89","0.03","0.23329682365826934","241839","241839","3772297"
"B","2","Dauthi Voidwalker","rare","Creature","6.99","5.54","6.58","5.56","0.87","1.4563265306122457","265688","265688","4146014"
"","3","Ashnod's Altar","uncommon","Artifact","17.99","10.98","16.83","7.83","10.65","1.1209213051823426","520650","520650","8148845"
"R","4","Anger","uncommon","Creature","2.49","1.3","2.19","1.34","0.07","0.3997867803837953","259957","259957","4068867"
"R","3","Seething Song","common","Instant","10.99","8.75","10.24","2.09","0.03","0.5000000000000001","259689","259689","4068867"
"G","3","Kami of Whispered Hopes","uncommon","Creature","7.99","5.7","7.31","3.12","0.03","0.4009269988412513","238108","238108","3772297"
"R,W","3","Windcrag Siege","rare","Enchantment","3.99","2.46","4.39","1","0.02","0.24060150375939854","79232","79232","1256190"
"W","1","Land Tax","mythic","Enchantment","29.99","24.99","20.49","13.05","2.05","0.8013620885357541","238522","238522","3798857"
"W","1","Silence","rare","Instant","9.49","7.68","9.51","5.62","0.02","1.5061224489795935","238360","238360","3798857"
"G,W","4","Shalai, Voice of Plenty","rare","Creature","2.29","0.89","1.82","0.86","0.02","0.5840978593272169","108850","108850","1735178"
"B,R","4","Kardur, Doomscourge","uncommon","Creature","1.79","0.5","21.96","0.35","0.03","0.5718562874251495","119249","119249","1902006"
"U","1","Consider","common","Instant","0.99","0.35","0.72","0.47","0.03","0.11135611907386997","251326","251326","4028755"
"W,U","3","Teferi, Time Raveler","mythic","Planeswalker","6.49","4.3","6.58","5.07","4.1","1.675938803894298","115912","115912","1860951"
"W,U,B,R,G","6","Ramos, Dragon Engine","mythic","Creature","2.49","0.99","2.19","1.48","0.02","0.4666666666666667","33503","33503","539948"
"R","1","Redirect Lightning","rare","Instant","14.99","11.19","13.9","9.01","0.28","0","111359","111359","1796346"
"U","4","Spark Double","rare","Creature","15.99","10.35","14.63","5.91","0.02","0.5522727272727271","249466","249466","4028755"
"U","2","Thassa's Oracle","rare","Creature","27.99","23.55","23.42","12.89","0.25","2.586956521739127","249305","249305","4028755"
"U,R","2","Stormcatch Mentor","uncommon","Creature","0.69","0.48","0.72","0.22","0.03","0.24456521739130427","107364","107364","1740070"
"R,W","3","Anim Pakal, Thousandth Moon","rare","Creature","7.99","4.35","5.85","4.33","0.02","0.3770949720670393","116085","116085","1898441"
"W","3","Welcoming Vampire","rare","Creature","1.99","0.98","1.46","1.14","0.02","0.2236842105263157","231940","231940","3798857"
"U","4","Bident of Thassa","rare","Artifact","0.79","0.45","0.72","0.56","0.02","0.312933025404157","245688","245688","4028755"
"B","3","Buried Alive","uncommon","Sorcery","1.79","1.08","1.82","0.98","0.01","0.7234285714285716","252789","252789","4146014"
"G","2","Fanatic of Rhonas","rare","Creature","10.99","7.81","12.44","6.88","0.02","0.4545454545454545","217375","217375","3571870"
"W,U,B,R,G","5","Sliver Hivelord","mythic","Creature","16.99","17.83","13.9","9.11","0.02","1.3638059701492526","32805","32805","539948"
"B,R,G","5","Korvold, Fae-Cursed King","mythic","Creature","1.49","0.79","1.46","1.11","0.02","1.6494156928213697","48741","48741","804010"
"R","2","Underworld Breach","rare","Enchantment","17.99","6.98","7.31","5.02","0.15","1.80999180999181","246108","246108","4068867"
"G","5","Unnatural Growth","rare","Enchantment","3.99","2.25","3.65","1.26","0.02","0.5756853396901079","226801","226801","3772297"
"G,W","2","Jukai Naturalist","uncommon","Creature","0.99","0.57","1.46","0.32","0.03","0.23323615160349853","104293","104293","1735178"
"R","3","Guttersnipe","uncommon","Creature","0.35","0.26","0.36","0.08","0.03","0.4277522935779815","244552","244552","4068867"
"W","1","Ephemerate","common","Instant","6.49","5","5.12","3.28","3.09","0.3945945945945946","228268","228268","3798857"
"G","3","Enduring Vitality","rare","Creature","9.99","8.19","10.24","3.85","0.02","0.32648870636550287","193224","193224","3224880"
"W,U,B,R,G","3","Esika, God of the Tree","mythic","Creature","18.99","14.68","17.56","9.23","0.02","1.1523178807947019","32296","32296","539948"
"R,W","7","Gisela, Blade of Goldnight","mythic","Creature","4.99","3.96","4.39","0.92","0.02","0.7492537313432835","113218","113218","1898441"
"W","2","Blind Obedience","rare","Enchantment","5.49","2.37","5.12","2.33","0.02","1.1467213114754107","226443","226443","3798857"
"W,U,B,R,G","5","Jegantha, the Wellspring","rare","Creature","0.49","0.25","0.36","0.25","0.02","0.2676056338028169","32109","32109","539948"
"R","5","Goldspan Dragon","mythic","Creature","14.99","10.21","15.37","8.41","0.43","0.6924754634678298","241470","241470","4068867"
"W,U,B,R,G","3","Fist of Suns","rare","Artifact","9.99","8.4","8.78","2.78","0.02","0.24137931034482765","31961","31961","539948"
"R","2","Demand Answers","common","Instant","0.79","0.45","0.72","0.41","0.03","0.09798270893371762","240163","240163","4068867"
"","3","Herald's Horn","uncommon","Artifact","5.99","5","5.85","3.78","3.12","0.21405049396267845","480755","480755","8148845"
"R","1","Red Elemental Blast","uncommon","Instant","5.49","1","2.92","4.12","13.09","0.41796008869179613","240041","240041","4068867"
"W","4","Felidar Retreat","rare","Enchantment","2.99","1.71","3.65","0.79","0.02","0.3808411214953272","223814","223814","3798857"
"W,B","3","Vindicate","rare","Sorcery","0.99","0.55","1.09","0.56","0.02","0.2737752161383285","108986","108986","1853973"
"G","5","Ohran Frostfang","rare","Creature","13.99","10","11.71","5.8","3.29","0.5190274841437635","221649","221649","3772297"
"","0","Chrome Mox","mythic","Artifact","159.99","149.6","146.41","60.81","2.67","1.4722222222222223","476948","476948","8148845"
"","1","Mana Vault","mythic","Artifact","119.99","82.93","54.17","42.7","2.53","1.6281179138321995","475431","475431","8148845"
"G","4","Oracle of Mul Daya","rare","Creature","4.49","3.59","4.39","3.32","0.02","0.47352941176470587","219302","219302","3772297"
"U,R","4","Jhoira, Weatherlight Captain","rare","Creature","1.49","0.56","1.09","0.68","0.02","0.7183098591549292","110985","110985","1909177"
"R,G,W","4","Jetmir, Nexus of Revels","mythic","Creature","12.99","7.87","22.69","5.28","0.02","0.8862275449101796","55929","55929","962220"
"W","2","Sram, Senior Edificer","rare","Creature","4.49","2.92","3.65","0.83","0.02","0.30413625304136227","220500","220500","3798857"
"B","3","Read the Bones","common","Sorcery","0.35","0.25","0.36","0.19","0.03","0.08370535714285711","240480","240480","4146014"
"U","2","Etherium Sculptor","common","Creature","1.79","0.88","1.46","0.52","0.03","0.2625139043381533","232981","232981","4028755"
"R,G","2","Stump Stomp","uncommon","Sorcery","0.99","0.49","1.09","0.38","0.03","0.168141592920354","97807","97807","1696854"
"G,U","2","Coiling Oracle","common","Creature","0.35","0.21","0.21","0.06","0.01","0.14245014245014248","104843","104843","1824186"
"G","1","Tamiyo's Safekeeping","common","Instant","5.99","2.81","5.12","2.63","0.03","0.3054587688734033","216713","216713","3772297"
"B","5","Blasphemous Edict","rare","Sorcery","8.99","6.13","9.51","5.16","0.02","0.6982758620689652","192342","192342","3357893"
"U","1","Mental Misstep","uncommon","Instant","10.99","10.77","10.24","6.41","0.07","0.7870159453302958","229838","229838","4028755"
"W","1","Dispatch","uncommon","Instant","0.49","0.3","0.55","0.5","0.03","0.19733333333333325","216444","216444","3798857"
"G","3","Selvala, Heart of the Wilds","mythic","Creature","4.49","2.98","4.39","2.5","0.42","0.8288288288288287","214513","214513","3772297"
"W,U,B,R,G","6","Two-Headed Hellkite","rare","Creature","16.99","11.08","17.56","9.07","2.74","0.1403508771929824","30699","30699","539948"
"B,G","2","Grisly Salvage","common","Instant","0.35","0.22","0.36","0.08","0.03","0.12295081967213115","98376","98376","1730512"
"G","1","Snakeskin Veil","common","Instant","0.35","0.2","0.36","0.05","0.03","0.20958083832335334","214383","214383","3772297"
"R","1","Pyroblast","uncommon","Instant","13.99","7.61","6.58","8.52","15.87","0.3780068728522337","230476","230476","4068867"
"B,G","4","Binding the Old Gods","uncommon","Enchantment","0.35","0.25","0.36","0.16","0.03","0.1750000000000001","97930","97930","1730512"
"W,B","3","Kambal, Profiteering Mayor","rare","Creature","5.99","4.28","5.85","3.13","0.02","0.6016483516483515","102634","102634","1826521"
"R","3","Simian Spirit Guide","common","Creature","2.99","3.18","2.56","1.14","0.03","0.4983425414364641","228274","228274","4068867"
"R","3","Cursed Mirror","rare","Artifact","2.29","1.8","2.56","0.72","0.02","0.4","228188","228188","4068867"
